id,date,city,state,type,ideology,subideology,group,description,image
11560,1/4/2020,Harrodsburg,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11561,1/4/2020,Bedford,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11562,1/4/2020,Oolitic,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11563,1/4/2020,Logansport,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11564,1/4/2020,Merrillville,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11565,1/4/2020,Gary,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11260,1/3/2020,Dayton,OH,Extremist/Police Shootout,Right Wing (Anti-Government),,,"Self-described sovereign citizen Derrick J. Lewis was indicted on charges of kidnapping and felonious assault for allegedly firing shots at the police and barricading himself inside his apartment with several hostages. After a 13-hour standoff, a police SWAT team forced their way in and rescued the hostages without injury.",
11566,1/3/2020,San Juan Capistrano,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
11567,1/3/2020,Somerville,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
11568,1/3/2020,Bound Brook,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
11569,1/3/2020,Basking Ridge,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
11570,1/3/2020,Bernardsville,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
11628,1/3/2020,Newark,DE,Terrorist Plot/Attack,Right Wing (Other),,,"James Gulick was arrested for using a Molotov cocktail to firebomb a Planned Parenthood clinic in Newark, Delaware.",
11571,1/2/2020,Cincinnati,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at University of Cincinnati that read: ""Reclaim America,"" ""Not stolen conquered,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
11572,1/2/2020,Tyrone,GA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""No more foreign wars,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
11573,1/2/2020,Thomaston,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Our tradition is revolution,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
11574,1/2/2020,Washington,DC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""No more foreign wars,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
11575,1/2/2020,Denton,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our revolution is tradition,"" ""For the nation against the state,"" ""America first,"" ""Money does not rule you,"" ""Reclaim America,"" ""Life liberty victory,"" ""United we stand,"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
11576,1/2/2020,Danville,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our revolution is tradition,"" ""For the nation against the state,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
11577,1/2/2020,Danbury,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Revolution is tradition,"" ""For the nation against the state,"" and ""America first.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
11578,1/2/2020,West Haven,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""United we stand"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
11579,1/2/2020,New Haven,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Yale University that read: ""Life of our nation liberty of our people victory of the American spirit"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
11580,1/2/2020,Watertown,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""America is not for sale,"" ""Our tradition is revolution,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
11581,1/2/2020,Waterbury,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""To ourselves and our posterity,"" ""One nation against invasion,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
11582,1/2/2020,Goldsboro,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Better dead than red,"" ""Revolution is tradition,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
11583,1/2/2020,Florence,SC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""United we stand,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
11584,1/2/2020,Dublin,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""America first,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
11585,1/2/2020,Denver,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
11586,1/2/2020,Salina,KS,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Open borders for Israel.""",
11587,1/2/2020,Melbourne,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11588,1/2/2020,Cocoa,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11589,1/2/2020,Bloomington,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11590,1/2/2020,Staten Island,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11591,1/2/2020,Sayville,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11592,1/2/2020,Ronkonkoma,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11593,1/2/2020,Lowell,AR,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11594,1/2/2020,Fort Smith,AR,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11595,1/2/2020,Bella Vista,AR,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11596,1/2/2020,Fayetteville,AR,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11598,1/2/2020,North Brunswick,NJ,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11599,1/2/2020,Philadelphia,PA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11600,1/2/2020,New Brunswick,NJ,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11601,1/2/2020,Somerset,NJ,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11602,1/2/2020,Franklin Park,NJ,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda featuring a Star of David that read: ""Wake up America your country has been subverted.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/NJEHA%20Wake%20up%20America_sample.jpg
11603,1/2/2020,Lafayette,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Loyal White Knights,"Loyal White Knights, a Klan group, distributed recruitment propaganda.",
11604,1/2/2020,Bedford,IN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,unknown,"An unknown person or group distributed propaganda that read: ""No white guilt,"" ""White lives matter,"" and ""White power get some."" The fliers included an image of a swastika and links to a variety of white supremacist websites.",
11623,1/2/2020,King of Prussia,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,unknown klan,An unknown individual or Klan group distributed recruitment propaganda.,
17755,1/2/2020,Lexington,KY,White Supremacist Propaganda,Right Wing (White Supremacist),,National Alliance,"National Alliance, a neo-Nazi group, distributed propaganda that included a QR could linking to the group's website.",
11605,1/1/2020,Colorado Springs,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
11606,1/1/2020,Cincinnati,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
11607,1/1/2020,Cheshire,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Defend American labor"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
11608,1/1/2020,Camden,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Revolution is tradition,"" ""One nation against invasion,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
11609,1/1/2020,Burlington,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""Better dead than red,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
11610,1/1/2020,Brooklyn,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""United we stand,"" ""To ourselves and our posterity,"" ""Better dead than red,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
11611,1/1/2020,Bridgeport,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""Revolution is tradition,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
11612,1/1/2020,Boise,ID,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
11613,1/1/2020,Aynor,SC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
11614,1/1/2020,Austin,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Better dead than red,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
11615,1/1/2020,Atlanta,GA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""America first,"" ""For the nation against the state,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
11616,1/1/2020,Amherst,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
11617,1/1/2020,Woodbridge Township,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""America first,"" ""Life liberty victory,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
11618,1/1/2020,Renton,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Money does not rule you,"" ""America first,"" ""Reject poison,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Money%20does%20not%20rule%20you.jpg
11619,1/1/2020,Winston-Salem,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity.""",
11620,1/1/2020,Braintree,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,New England Nationalist Club,"New England Nationalist Club, a white supremacist group, distributed propaganda featuring the group's logo.",
11621,1/1/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,New England Nationalist Club,"New England Nationalist Club, a white supremacist group, distributed propaganda featuring the group's logo.",
12314,01/2020,Boulder,CO,Antisemitic Incident:Vandalism,,,,Swastikas were spray-painted on a storage unit outside a person's home.,
12315,01/2020,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,Jew York and a Star of David was spray-painted on the Williamsburg Bridge in Brooklyn.,
12316,01/2020,Brooklyn,NY,Antisemitic Incident:Assault,,,,Two women yelled anti-Semitic threats at a Jewish man and subsequently punched him in the throat in the Williamsburg neighborhood of Brooklyn.,
12317,01/2020,Hartford,CT,Antisemitic Incident:Vandalism,,,,Approximately 30 headstones in two small Jewish cemeteries were vandalized and toppled over.,
12318,01/2020,Highland Beach,FL,Antisemitic Incident:Harassment,,,,"Two men yelled, ""Heil Hitler,"" and, ""history will repeat itself,"" at passersby on the street.",
12319,01/2020,La Jolla,CA,Antisemitic Incident:Vandalism,,,,A swastika was carved into a slide at a playground.,
12320,01/2020,Philadelphia,PA,Antisemitic Incident:Harassment,,,,"A Jewish woman received a direct message on Facebook from an unknown user who called her an ""oven dodger.""",
12321,01/2020,Spring Hill,KS,Antisemitic Incident:Harassment,,,,"Students in a school marching band at a football game were heard singing ""If you're happy and you know it,"" but substituting with the words, ""If you're a Nazi and you know it kill the Jews."" ",
12322,01/2020,New York,NY,Antisemitic Incident:Harassment,,,,"During an argument, a Jewish customer was told by a non-Jewish customer that ""they didn't have enough gas in World War II for you.""",
12323,01/2020,New York,NY,Antisemitic Incident:Harassment,,,,"A man approached two people waiting at a bus stop and told them, ""I hate Jewish [sic].""",
12324,01/2020,Phoenixville,PA,Antisemitic Incident:Harassment,,,,Confidential,
12325,01/2020,Seattle,WA,Antisemitic Incident:Vandalism,,,,"The word ""Jew"" was painted on a Jewish family's mailbox.",
12326,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"According to police, an individual threatened to throw an Orthodox Jewish woman onto the subway tracks.",
12327,01/2020,Fort Collins,CO,Antisemitic Incident:Harassment,,,,Fliers espousing Holocaust denial were distributed at a public library.,
12328,01/2020,Los Angeles,CA,Antisemitic Incident:Harassment,,,,A Jewish organization received an antisemitic conspiratorial email.,
12329,01/2020,Annapolis,MD,Antisemitic Incident:Vandalism,,,,Two parked cars were vandalized with an etching of a swastika.,
12330,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"A cyclist yelled, ""Kill Jews! Fuck Jews! Murder Jews!"" at a Jewish man walking in Flatbush.",
12331,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An individual walked down New York Avenue near Caroll Street in Crown Heights screaming, ""Hitler did not kill enough of you in the gas chambers."" The same individual later got into an altercation with a Jewish man in which he also brandished a knife.",
12333,01/2020,New York,NY,Antisemitic Incident:Vandalism,,,,A Jewish woman's mezuzah was vandalized.,
12334,01/2020,Pittsburgh,PA,Antisemitic Incident:Harassment,,,,Several individuals associated with the white supremacist movement held antisemitic signs during a counter-protest at an anti-war rally.,
12335,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A woman in a vehicle was taking photos of a synagogue in Flatbush when she directed a Nazi salute at two Jewish men on the sidewalk.,
12336,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"While walking on the Brooklyn Bridge, a woman heard someone in a passing car yell, ""I'm going to shoot all you Jews.""",
12337,01/2020,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,"A portrait of Edith Windsor, a Jewish LGBTQ rights activist, in a restaurant was vandalized with the word ""Jew.""",
12338,01/2020,Costa Mesa,CA,Antisemitic Incident:Vandalism,,,,"Antisemitic graffiti that read, ""Soros Steyer Bloomberg Fuck the Jews,"" was written in a bathroom stall at an events center.",
12339,01/2020,New York,NY,Antisemitic Incident:Harassment,,,,"A Jewish man was verbally harassed on the subway by a woman who yelled, ""Fuck all you Jews.""",
12340,01/2020,Philadelphia,PA,Antisemitic Incident:Vandalism,,,,Confidential,
12341,01/2020,Wyncote,PA,Antisemitic Incident:Harassment,,,,A Jewish institution received an antisemitic conspiratorial email.,
12342,01/2020,Iowa City,IA,Antisemitic Incident:Harassment,,,,Confidential,
12343,01/2020,Staten Island,NY,Antisemitic Incident:Vandalism,,,,A Staten Island Ferry was vandalized with a carving of a swastika and SS lightening bolts.,
12344,01/2020,Sunbury,PA,Antisemitic Incident:Vandalism,,,,The white supremacist symbols 1488 and SS lightening bolts were written in a bathroom at a supermarket.,
12345,01/2020,Takoma Park,MD,Antisemitic Incident:Harassment,,,,A Jewish individual made a comment on a Facebook post and two different Facebook users responded with antisemitic messages and memes.,
12346,01/2020,Woodland Hills,CA,Antisemitic Incident:Vandalism,,,,A swastika was painted on a banner outside a high school.,
12347,01/2020,Brooklyn,NY,Antisemitic Incident:Assault,,,,A man threw bottles at a group of supermarket workers while yelling antisemitic slurs.,
12348,01/2020,Howell,MI,Antisemitic Incident:Vandalism,,,,"The exterior of Uptown Coffeehouse was vandalized with the words, ""Jews did 9/11""",
12349,01/2020,Milwuakee,WI,Antisemitic Incident:Harassment,,,,Employees at a Jewish organization received an antisemitic conspiratorial email about Jews controlling mass incarceration.,
12350,01/2020,Takoma Park,MD,Antisemitic Incident:Harassment,,,,"A man was harassed by a neighbor who called him: ""Fucking Kike,"" ""Fucking Jew"" and ""Faggot Kike.""",
12351,01/2020,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A woman discovered that five swastikas were drawn in pencil next to her apartment door.,
12352,01/2020,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,"A USPS box was vandalized with graffiti that read: ""Jews did 911.""",
12353,01/2020,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,"A swastika and the words, ""KILL ALL JEWZ,"" were found scrawled in a stairwell at Brooklyn Tech High School.",
12354,01/2020,Hudson,NY,Antisemitic Incident:Harassment,,,,"During the middle of the night, Tara Rios threw pork at a synagogue. She was subsequently arrested and charged with a hate crime.",
12355,01/2020,Philadelphia,PA,Antisemitic Incident:Harassment,,,,"In an effort to harass the teacher, who was Jewish, a student left a bag of pennies on the teacher's computer.",
12356,01/2020,Santa Monica,CA,Antisemitic Incident:Harassment,,,,Antisemitic text messages were sent to one tenant in an apartment building by another tenant of that same building.,
12357,01/2020,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,Multiple swastikas were found drawn in a hallway at Trump Village in Coney Island. The neighborhood is home to many Holocaust survivors and children of survivors.,
